registry_id,source_record_id,name,operator,provider_family,city,state,country,region_continent,latitude,longitude,status,website,net_count,ix_count,carrier_count,source_system,source_url,record_scope,is_us,is_illinois
PDB-2011,2011,Iron Mountain Data Center - New Jersey (NJE-1),Iron Mountain Data Centers,Other/Unknown,Edison,NJ,US,North America,40.521083,-74.347384,ok,https://www.ironmountain.com/digital-transformation/data-centers/locations/new-jersey-data-center,20.0,2.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2011,global,1,0
PDB-2013,2013,Evocative Emeryville (EM1),VPLS,Other/Unknown,Emeryville,CA,US,North America,37.847054,-122.293028,ok,http://www.evocative.com,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2013,global,1,0
PDB-2014,2014,365 Data Centers New York (NY10),365 Data Centers,Other/Unknown,New York,NY,US,North America,40.707335,-74.012583,ok,https://www.365datacenters.com/new-york-data-center/,10.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2014,global,1,0
PDB-2015,2015,365 Data Centers Philadelphia (PH2),365 Data Centers,Other/Unknown,Philadelphia,PA,US,North America,39.956611,-75.196511,ok,https://www.365datacenters.com/philadelphia-data-center/,6.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2015,global,1,0
PDB-2018,2018,Netrality - Indy Telcom Center - 701 W. Henry,Netrality Data Centers,Other/Unknown,Indianapolis,IN,US,North America,39.759534,-86.170711,ok,https://netrality.com/data-center/701-indy-telcom-center-indianapolis/,21.0,2.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2018,global,1,0
PDB-2021,2021,365 Data Centers Detroit (DT1),365 Data Centers,Other/Unknown,Southfield,MI,US,North America,42.469879,-83.259651,ok,https://www.365datacenters.com/detroit-data-center/,9.0,1.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2021,global,1,0
PDB-2022,2022,AZRT Datacenter Baku,Azerfon Ltd.,Other/Unknown,Baku,,AZ,Asia Pacific,40.416749,49.909371,ok,https://www.nar.az/,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2022,global,0,0
PDB-2024,2024,Datacom - Orbit Data Centre (Auckland),Datacom Data Centres Ltd,Other/Unknown,Auckland,,NZ,Asia Pacific,-36.740554,174.728988,ok,https://datacom.com/nz/en/products/data-centres,23.0,3.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2024,global,0,0
PDB-2026,2026,Qonnected I (HDB01) - aka Ecostora,Qonnected B.V.,Other/Unknown,Hardenberg,,NL,Europe,52.567834,6.621991,ok,http://www.qonnected.nl,3.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2026,global,0,0
PDB-2027,2027,9 Leontovicha,NetAssist LLC,Other/Unknown,Kyiv,,UA,Europe,50.445102,30.510193,ok,http://www.netassist.ua/,45.0,3.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2027,global,0,0
PDB-2031,2031,SEACOM Mtunzini CLS,SEACOM Limited,Other/Unknown,Mtunzini,,ZA,Africa,-28.960238,31.758384,ok,http://www.seacom.mu,2.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2031,global,0,0
PDB-2033,2033,Wintek Corporation,Wintek Corporation,Other/Unknown,Lafayette,IN,US,North America,40.421474,-86.890366,ok,http://www.wintek.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2033,global,1,0
PDB-2034,2034,NETRIX - MTP,Netrix LLC,Other/Unknown,Mount Prospect,IL,US,North America,42.078163,-87.915633,ok,http://www.netrixllc.com,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2034,global,1,1
PDB-2035,2035,NETRIX - ALSIP,"Netrix, LLC",Other/Unknown,Alsip,IL,US,North America,41.662716,-87.746531,ok,http://www.netrixllc.com,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2035,global,1,1
PDB-2036,2036,NETRIX - BBN,"Netrix, LLC",Other/Unknown,Bannockburn,IL,US,North America,42.202902,-87.883783,ok,http://www.netrixllc.com,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2036,global,1,1
PDB-2037,2037,ADC Mitchell,Australian Data Centre,Other/Unknown,Mitchell,ACT,AU,Australia,-35.211332,149.146265,ok,http://ausdatacentre.com.au,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2037,global,0,0
PDB-2039,2039,DataCenter TelVGG,Cooperativa Telefónica de Villa Gobernador Gálvez Ltda.,Other/Unknown,Villa Gobernador Gálvez,SF,AR,South America,-32.949077,-60.640479,ok,https://www.telvgg.coop,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2039,global,0,0
PDB-2041,2041,AlpineDC,AlpineDC SA,Other/Unknown,Lausanne,VD,CH,Europe,46.517316,6.640031,ok,http://www.alpinedc.ch,4.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2041,global,0,0
PDB-2046,2046,Bharti Airtel Mumbai,Bharti Airtel Limited,Other/Unknown,Mumbai,,IN,Asia Pacific,19.066874,72.835432,ok,http://www.airtel.in,49.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2046,global,0,0
PDB-2050,2050,Orange Polska // Warszawa,Orange Polska Spolka Akcyjna,Other/Unknown,Warsaw,,PL,Europe,52.227433,21.008976,ok,http://www.orange.pl,13.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2050,global,0,0
PDB-2051,2051,Orange Polska // Białystok,Orange Polska Spolka Akcyjna,Other/Unknown,Białystok,,PL,Europe,53.133716,23.165997,ok,http://www.orange.pl,9.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2051,global,0,0
PDB-2052,2052,Orange Polska // Bydgoszcz,Orange Polska Spolka Akcyjna,Other/Unknown,Bydgoszcz,,PL,Europe,53.132007,18.029071,ok,http://www.orange.pl,7.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2052,global,0,0
PDB-2055,2055,Orange Polska // Gdańsk,Orange Polska Spolka Akcyjna,Other/Unknown,Gdansk,,PL,Europe,54.377818,18.608418,ok,http://www.orange.pl,6.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2055,global,0,0
PDB-2056,2056,Orange Polska // Katowice,Orange Polska Spolka Akcyjna,Other/Unknown,Katowice,,PL,Europe,50.244417,19.024686,ok,http://www.orange.pl,7.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2056,global,0,0
PDB-2058,2058,Orange Polska // Kraków,Orange Polska Spolka Akcyjna,Other/Unknown,Krakow,,PL,Europe,50.072088,19.956126,ok,http://www.orange.pl,7.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2058,global,0,0
PDB-2060,2060,Orange Polska // Łódź,Orange Polska Spolka Akcyjna,Other/Unknown,Łódź,,PL,Europe,51.769225,19.452131,ok,http://www.orange.pl,5.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2060,global,0,0
PDB-2061,2061,Orange Polska // Olsztyn,Orange Polska Spolka Akcyjna,Other/Unknown,Olsztyn,,PL,Europe,53.741309,20.490974,ok,http://www.orange.pl,4.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2061,global,0,0
PDB-2062,2062,Orange Polska // Poznań,Orange Polska Spolka Akcyjna,Other/Unknown,Poznan,,PL,Europe,52.409911,16.930076,ok,http://www.orange.pl,5.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2062,global,0,0
PDB-2065,2065,Orange Polska // Wrocław,Orange Polska Spolka Akcyjna,Other/Unknown,Wroclaw,,PL,Europe,51.110238,17.04044,ok,http://www.tpix.pl,9.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2065,global,0,0
PDB-2066,2066,NorthC Groningen 1,NorthC Datacenters,Other/Unknown,Groningen,Groningen,NL,Europe,53.207462,6.473715,ok,https://www.northcdatacenters.com/,9.0,1.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2066,global,0,0
PDB-2068,2068,DataBank Philadelphia (PHL1),"DataBank, Ltd.",Other/Unknown,Philadelphia,PA,US,North America,39.959612,-75.161014,ok,https://www.databank.com/data-centers/philadelphia/phi1/,5.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2068,global,1,0
PDB-2069,2069,Datacom - Kapua Data Centre (Hamilton),Datacom Data Centres Ltd,Other/Unknown,Hamilton,,NZ,Asia Pacific,-37.736322,175.221186,ok,https://datacom.com/nz/en/products/data-centres,22.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2069,global,0,0
PDB-2071,2071,Pixel Factory Data Center,Pixel Factory Data Center,Other/Unknown,Ashland,VA,US,North America,37.698641,-77.436436,ok,http://pixelfactorydc.com,11.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2071,global,1,0
PDB-2072,2072,NTT  DOCOMO BUSINESS OS3 - Osaka (Telepark Dojima Building 3),NTT  DOCOMO BUSINESS (Data Centers),Other/Unknown,Osaka,,JP,Asia Pacific,34.694628,135.491429,ok,https://www.ntt.com/en/services/data-center.html,14.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2072,global,0,0
PDB-2073,2073,EdgeConneX Boston (EDCBOS01),EdgeConneX Inc.,Other/Unknown,Billerica,MA,US,North America,42.528505,-71.249495,ok,http://www.edgeconnex.com,5.0,1.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2073,global,1,0
PDB-2074,2074,EdgeConneX Tallahassee (EDCTAL01),EdgeConneX Inc.,Other/Unknown,Tallahassee,FL,US,North America,30.471969,-84.353232,ok,http://www.edgeconnex.com,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2074,global,1,0
PDB-2075,2075,EdgeConneX Richmond (EDCRIC01),EdgeConneX Inc.,Other/Unknown,Richmond,VA,US,North America,37.638915,-77.467703,ok,http://www.edgeconnex.com,3.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2075,global,1,0
PDB-2076,2076,EdgeConneX Jacksonville (EDCJAX01),EdgeConneX Inc.,Other/Unknown,Jacksonville,FL,US,North America,30.254238,-81.604183,ok,http://www.edgeconnex.com,6.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2076,global,1,0
PDB-2077,2077,EdgeConneX Salt Lake City (EDCSLC01),EdgeConneX Inc.,Other/Unknown,Salt Lake City,UT,US,North America,40.720873,-111.984927,ok,http://www.edgeconnex.com,18.0,3.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2077,global,1,0
PDB-2078,2078,EdgeConneX Seattle (EDCSEA01),EdgeConneX Inc.,Other/Unknown,Tukwila,WA,US,North America,47.498209,-122.289962,ok,http://www.edgeconnex.com,8.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2078,global,1,0
PDB-2080,2080,Vanuatu Government Datacenter,Vanuatu Government Datacenter,Other/Unknown,Port Vila,,VU,Asia Pacific,-17.755083,168.314934,ok,,2.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2080,global,0,0
PDB-2082,2082,FiberCloud-Westin1809,Fibercloud,Other/Unknown,Seattle,WA,US,North America,47.614358,-122.338864,ok,http://www.fibercloud.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2082,global,1,0
PDB-2083,2083,FiberCloud-Westin3205,Fibercloud,Other/Unknown,Seattle,WA,US,North America,47.614358,-122.338864,ok,http://www.fibercloud.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2083,global,1,0
PDB-2084,2084,123.NET - DC1 - 24700 Northwestern Hwy.,"123.Net, LLC.",Other/Unknown,Southfield,MI,US,North America,42.471634,-83.238056,ok,http://www.123.net,55.0,2.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2084,global,1,0
PDB-2085,2085,Television Torrevieja CPD (TVT-CPD),Television Costa Blanca SL,Other/Unknown,Torrevieja,AL,ES,Europe,37.97929,-0.686973,ok,https://www.tvt.es,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2085,global,0,0
PDB-2086,2086,H5 Data Centers Tampa,H5 Data Centers,Other/Unknown,Tampa,FL,US,North America,27.949981,-82.458383,ok,https://h5datacenters.com/tampa-colocation.html,29.0,2.0,3.0,PeeringDB,https://www.peeringdb.com/fac/2086,global,1,0
PDB-2087,2087,H5 Data Centers Buffalo III,H5 Data Centers,Other/Unknown,Buffalo,NY,US,North America,42.91411,-78.887676,ok,https://h5datacenters.com/buffalo-III-colocation.html,9.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2087,global,1,0
PDB-2090,2090,LINX Wales - BT Stadium House,LINX,Other/Unknown,Cardiff,,GB,Europe,51.478416,-3.180046,ok,https://www.linx.net/,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2090,global,0,0
PDB-2093,2093,Cirion Santiago de Chile - SAN1,Cirion,Other/Unknown,Santiago,RM,CL,South America,-33.357991,-70.67626,ok,http://www.ciriontechnologies.com,67.0,5.0,3.0,PeeringDB,https://www.peeringdb.com/fac/2093,global,0,0
PDB-2094,2094,2degrees Auckland - Northcote,2degrees,Other/Unknown,Auckland,Auckland,NZ,Asia Pacific,-36.793199,174.747094,ok,http://2degrees.nz,6.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2094,global,0,0
PDB-2096,2096,TierPoint Hawthorne (fka Xand),"TierPoint, LLC",Other/Unknown,Hawthorne,NY,US,North America,41.088318,-73.815224,ok,http://www.tierpoint.com,5.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2096,global,1,0
PDB-2098,2098,4 Data Center,Quicktel Sp. z o.o.,Other/Unknown,Katowice,,PL,Europe,50.253609,19.003115,ok,http://www.4datacenter.com,288.0,7.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2098,global,0,0
PDB-2099,2099,Data Vault Auckland Data Center,Data Vault Limited,Other/Unknown,Auckland,,NZ,Asia Pacific,-36.863902,174.764518,ok,https://www.datavault.net.nz/,58.0,4.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2099,global,0,0
PDB-2100,2100,Data Vault Hamilton Data Center,Data Vault Limited,Other/Unknown,Hamilton,Waikato,NZ,Asia Pacific,-37.741034,175.224733,ok,https://www.datavault.net.nz/,18.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2100,global,0,0
PDB-2106,2106,Singapore Polytechnic,Singapore Polytechnic,Other/Unknown,Singapore,,SG,Asia Pacific,1.307923,103.779506,ok,http://www.sp.edu.sg,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2106,global,0,0
PDB-2108,2108,Ecocenter,ABICOM SAS,Other/Unknown,Cébazat,Clermont-Ferrand,FR,Europe,45.831208,3.115006,ok,https://ecocenter.fr,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2108,global,0,0
PDB-2111,2111,Netrality Philadelphia - 401 N Broad,Netrality Data Centers,Other/Unknown,Philadelphia,PA,US,North America,39.959889,-75.161752,ok,https://netrality.com/data-center/401-north-broad-philadelphia/,48.0,3.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2111,global,1,0
PDB-2112,2112,833 Chestnut Street,HCP Inc.,Other/Unknown,Philadelphia,PA,US,North America,39.949905,-75.154973,ok,http://www.hcpi.com/,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2112,global,1,0
PDB-2113,2113,H5 Data Centers Philadelphia (PA01),H5 Data Centers,Other/Unknown,Philadelphia,PA,US,North America,39.962351,-75.163736,ok,http://h5datacenters.com/,4.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2113,global,1,0
PDB-2114,2114,Pacheco Datacenter EZE1 Argentina Buenos Aires,TELECOM ARGENTINA,Other/Unknown,Buenos Aires,,AR,South America,-34.474561,-58.664522,ok,https://youtu.be/tC_t7KMDFWw,41.0,1.0,5.0,PeeringDB,https://www.peeringdb.com/fac/2114,global,0,0
PDB-2115,2115,O-NET ABOL1 CO,O-NET,Other/Unknown,Olds,AB,CA,North America,51.790478,-114.112421,ok,http://www.o-net.ca,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2115,global,0,0
PDB-2117,2117,ServerHouse P1,ServerHouse,Other/Unknown,Fareham,,GB,Europe,50.848112,-1.166397,ok,https://www.serverhouse.co.uk,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2117,global,0,0
PDB-2118,2118,EHOST,EHOST Network,Other/Unknown,Dietlikon,ZH,CH,Europe,47.425491,8.613329,ok,http://ehost.ch,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2118,global,0,0
PDB-2119,2119,Cronomagic Canada Inc,Cronomagic,Other/Unknown,Montreal,QC,CA,North America,45.508927,-73.66144,ok,http://www.cronomagic.com,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2119,global,0,0
PDB-2120,2120,Computer Concepts Limited (CCL) Christchurch DC,Computer Concepts Limited (CCL),Other/Unknown,Christchurch,,NZ,Asia Pacific,-43.546476,172.632978,ok,https://concepts.co.nz/,14.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2120,global,0,0
PDB-2121,2121,Spark Wellington Central (Featherston),Spark New Zealand Trading Limited,Other/Unknown,Wellington,,NZ,Asia Pacific,-41.280572,174.778334,ok,https://www.spark.co.nz,22.0,1.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2121,global,0,0
PDB-2123,2123,Revera Show Place,Revera,Other/Unknown,Christchurch,,NZ,Asia Pacific,-43.542343,172.603148,ok,http://www.revera.co.nz/,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2123,global,0,0
PDB-2124,2124,Teleporto Rio de Janeiro,Megatelecom Telecomunicacoes Ltda,Other/Unknown,Rio de Janeiro,RJ,BR,South America,-22.910096,-43.204392,ok,http://www.internexa.com,75.0,1.0,3.0,PeeringDB,https://www.peeringdb.com/fac/2124,global,0,0
PDB-2126,2126,SD Data Center,SD Data Center,Other/Unknown,Melbourne,FL,US,North America,28.259162,-80.694858,ok,http://www.sddatacenter.com,3.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2126,global,1,0
PDB-2127,2127,Plan B Tarndale Grove,Plan B Limited,Other/Unknown,Auckland,,NZ,Asia Pacific,-36.745787,174.702002,ok,http://www.planb.co.nz,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2127,global,0,0
PDB-2129,2129,Internexa Santiago de Chile,InterNexa Chile S.A.,Other/Unknown,Santiago de Chile,13,CL,South America,-33.431998,-70.602003,ok,http://www.internexa.com,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2129,global,0,0
PDB-2133,2133,Internexa  Medellin Colombia,InterNexa,Other/Unknown,Medellin,AN,CO,South America,6.18819,-75.558604,ok,http://www.internexa.com,8.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2133,global,0,0
PDB-2134,2134,Internexa  Cartagena Chambacu,InterNexa,Other/Unknown,Cartagena,Bolivar,CO,South America,10.416741,-75.541692,ok,http://www.internexa.com,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2134,global,0,0
PDB-2136,2136,Digital Realty Dublin DUB13-14,Digital Realty,Digital Realty,Dublin,,IE,Europe,53.318675,-6.441368,ok,https://www.digitalrealty.com/data-centers/dublin/profile-park-dublin,4.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2136,global,0,0
PDB-2137,2137,Global Crossing Munich,Colt Technology Services Group,Other/Unknown,Munich,,DE,Europe,48.143033,11.555925,ok,http://www.level3.com/,3.0,0.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2137,global,0,0
PDB-2139,2139,Plan B Tawa,Plan B Limited,Other/Unknown,Wellington,,NZ,Asia Pacific,-41.169595,174.825314,ok,http://www.planb.co.nz,3.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2139,global,0,0
PDB-2140,2140,Digital Fortress (SEA),Digital Fortress,Other/Unknown,Seattle,WA,US,North America,47.617781,-122.356693,ok,https://digital-fortress.com,8.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2140,global,1,0
PDB-2142,2142,Digital Fortress (TUK),Digital Fortress,Other/Unknown,Tukwila,WA,US,North America,47.494136,-122.29441,ok,https://digital-fortress.com,11.0,1.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2142,global,1,0
PDB-2143,2143,Internexa Lima San Juan,InterNexa Peru,Other/Unknown,Lima,,PE,South America,-12.179186,-76.974613,ok,http://www.internexa.com,5.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2143,global,0,0
PDB-2144,2144,Internexa Lima Surco,Americatel,Other/Unknown,Lima,,PE,South America,-12.087361,-76.97314,ok,http://www.internexa.com,4.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2144,global,0,0
PDB-2146,2146,Claro SJU-01,Claro-PRTC,Other/Unknown,San Juan,PR,PR,North America,18.415725,-66.097187,ok,http://www.clarotodo.com,0.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2146,global,0,0
PDB-2147,2147,Vector Northcote (NTC),Vector Fibre,Other/Unknown,Auckland,,NZ,Asia Pacific,-36.793469,174.747408,ok,http://vectorcomms.co.nz/,4.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2147,global,0,0
PDB-2148,2148,Albany Data Centre,One New Zealand Ltd.,Other/Unknown,Auckland,Auckland,NZ,Asia Pacific,-36.74478,174.696796,ok,https://one.nz,13.0,2.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2148,global,0,0
PDB-2149,2149,Utande Internet Services,Utande Internet Services,Other/Unknown,Harare,,ZW,Africa,-17.827053,31.046017,ok,http://www.utande.co.zw,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2149,global,0,0
PDB-2150,2150,Slovak University of Technology,Slovak University of Technology in Bratislava,Other/Unknown,Bratislava,,SK,Europe,48.151421,17.112847,ok,http://www.six.sk,33.0,2.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2150,global,0,0
PDB-2151,2151,Technical University Košice,Technical University Košice,Other/Unknown,Košice,Košice,SK,Europe,48.73265,21.242394,ok,,3.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2151,global,0,0
PDB-2152,2152,Claro Puerto Rico,Claro Puerto Rico,Other/Unknown,San Juan,Puerto Rico,PR,North America,18.416016,-66.078878,ok,http://www.claropr.com,3.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2152,global,0,0
PDB-2156,2156,TierPoint Omaha - Midlands,"TierPoint, LLC",Other/Unknown,Papillion,NE,US,North America,41.134508,-96.039042,ok,http://www.cosentry.com,4.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2156,global,1,0
PDB-2157,2157,Flexential - Dallas/Downtown (DAL01),Flexential Corp.,Other/Unknown,Dallas,TX,US,North America,32.800748,-96.819412,ok,https://www.flexential.com/,14.0,1.0,2.0,PeeringDB,https://www.peeringdb.com/fac/2157,global,1,0
PDB-2161,2161,"Equinix DB4 - Dublin, Ballycoolin","Equinix, Inc.",Equinix,Dublin,,IE,Europe,53.411858,-6.351995,ok,https://www.equinix.com/locations/ireland-colocation/dublin-data-centers/db4/,15.0,1.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2161,global,0,0
PDB-2163,2163,Caduceus Datacentre,Caduceus Systems Ltd,Other/Unknown,Wellington,,NZ,Asia Pacific,-41.283637,174.776599,ok,,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2163,global,0,0
PDB-2164,2164,Citylink Classic House,Citylink Limited,Other/Unknown,Wellington,,NZ,Asia Pacific,-41.274693,174.779137,ok,,6.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2164,global,0,0
PDB-2165,2165,NTT  DOCOMO BUSINESS OS1 - Osaka (Telepark Dojima Building 1),NTT  DOCOMO BUSINESS (Data Centers),Other/Unknown,Osaka-Shi Kita-Ku,Osaka,JP,Asia Pacific,34.695664,135.491696,ok,https://www.ntt.com/en/services/data-center/nexcenter.html,10.0,1.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2165,global,0,0
PDB-2168,2168,Midlands Technology Centre,Oosha Ltd,Other/Unknown,Wolverhampton,,GB,Europe,52.637244,-2.120423,ok,https://www.oosha.co.uk,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2168,global,0,0
PDB-2169,2169,Datacom - Gloucester Data Centre (Christchurch),Datacom Data Centres Ltd,Other/Unknown,Christchurch,,NZ,Asia Pacific,-43.529429,172.631994,ok,https://datacom.com/nz/en/products/data-centres,6.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2169,global,0,0
PDB-2171,2171,Sampark,SamparK,Other/Unknown,Mumbai,Ma,IN,Asia Pacific,19.118436,72.913693,ok,http://www.samparkestates.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2171,global,0,0
PDB-2172,2172,xneelo JNB1 (Formerly Hetzner SA),xneelo (Formerly Hetzner SA),Other/Unknown,Centurion,GP,ZA,Africa,-25.927622,28.140755,ok,https://xneelo.co.za,31.0,2.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2172,global,0,0
PDB-2173,2173,201 Portage,Havard Management,Other/Unknown,Winnipeg,MB,CA,North America,49.895732,-97.139307,ok,http://www.201portage.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2173,global,0,0
PDB-2174,2174,Cabase BUE,Cámara Argentina de Internet (CABASE),Other/Unknown,Buenos Aires,Ciudad Autónoma de Buenos Aires,AR,South America,-34.606739,-58.379375,ok,https://ixp.cabase.org.ar,160.0,1.0,9.0,PeeringDB,https://www.peeringdb.com/fac/2174,global,0,0
PDB-2175,2175,ODC21 (IBM colocation site),ODC21 (IBM colocation site),IBM,Vienna,,AT,Europe,48.270926,16.432897,ok,https://www.ibm.com,6.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2175,global,0,0
PDB-2176,2176,Visual Online Contern,Visual Online,Other/Unknown,Contern,,LU,Europe,49.595079,6.223371,ok,http://www.vo.lu,1.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2176,global,0,0
PDB-2177,2177,intibu - istanbul,Ciklet Iletisim,Other/Unknown,Istanbul,Sisli,TR,Middle East,41.079645,29.007279,ok,http://www.ciklet.net.tr,2.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2177,global,0,0
PDB-2178,2178,Corporation-Park,Pacswitch,Other/Unknown,Hong Kong,,HK,Asia Pacific,22.389739,114.207564,ok,http://www.pacswitch.com,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2178,global,0,0
PDB-2179,2179,Ultranet SP1,Ultranet Telecom,Other/Unknown,São Paulo,SP,BR,South America,-23.572415,-46.623074,ok,http://ultranet.com.br,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2179,global,0,0
PDB-2180,2180,CyrusOne NJ-1,CyrusOne Inc.,Other/Unknown,Somerset,NJ,US,North America,40.538224,-74.546019,ok,https://cyrusone.com/locations/new-jersey/somerset-i/,3.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2180,global,1,0
PDB-2181,2181,CyrusOne NC-1,CyrusOne Inc.,Other/Unknown,Durham,NC,US,North America,35.936339,-78.879943,ok,https://cyrusone.com/locations/north-carolina/north-carolina-data-center-raleigh-durham-i/,6.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/2181,global,1,0
PDB-2185,2185,Psychz Networks LAX1,Psychz Networks,Other/Unknown,Los Angeles,CA,US,North America,34.048684,-118.257528,ok,http://www.psychz.net,10.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/2185,global,1,0
