tri_facility_id,facility_name,street_address,city_name,county_name,state_county_fips_code,state_abbr,zip_code,region,fac_closed_ind,mail_name,mail_street_address,mail_city,mail_state_abbr,mail_province,mail_country,mail_zip_code,asgn_federal_ind,asgn_agency,frs_id,parent_co_db_num,parent_co_name,fac_latitude,fac_longitude,pref_latitude,pref_longitude,pref_accuracy,pref_collect_meth,pref_desc_category,pref_horizontal_datum,pref_source_scale,pref_qa_code,asgn_partial_ind,asgn_public_contact,asgn_public_phone,asgn_public_contact_email,bia_code,standardized_parent_company,asgn_public_phone_ext,epa_registry_id,asgn_technical_contact,asgn_technical_phone,asgn_technical_phone_ext,mail,asgn_technical_contact_email,foreign_parent_co_name,foreign_parent_co_db_num,standardized_foreign_parent_company
6012WCHMST934NA,CHEMSTATION CHICAGO,934 N OAKLAWN AVE,ELMHURST,DUPAGE,17043,IL,60126,5,0,CHEMSTATION CHICAGO,934 N OAKLAWN AVE,ELMHURST,IL,,,60126,C,,,,NA,,,,,,,,,,,0,JOSH KASTAN,6302792857,JKASTAN@CHEMSTATION.COM,,CHEMSTATION INTERNATIONAL INC,,110038278440,,,,,,NA,,NA
6012WHBFLL1575E,HB FULLER CO,1575 EXECUTIVE DR,ELGIN,KANE,17089,IL,60123,5,0,HB FULLER CO,1575 EXECUTIVE DR,ELGIN,IL,,,60123,C,,,006159776,HB FULLER CO,,,,,,,,,,,0,TOM JAYNES,6306596265,TOM.JAYNES@HBFULLER.COM,,HB FULLER CO,,110070291720,,,,,,,,
6012WLDCST1375G,OLDCASTLE PRECAST INC,1375 GIFFORD RD,ELGIN,KANE,17089,IL,60120,5,0,OLDCASTLE PRECAST INC,1375 GIFFORD RD,ELGIN,IL,,,60120,C,,,037176591,CRH AMERICAS INC,,,,,,,,,,,0,EMILY SCHNEIDER,6086176262,EMILY.SCHNEIDER@OLDCASTLE.COM,,CRH AMERICAS INC,,110070557793,,,,,,CRH PLC,NA,CRH PUBLIC LTD CO
6012WLGNND11JAN,ELGIN INDUSTRIES INC.,1100 JANSEN FARM DRIVE,ELGIN,KANE,17089,IL,60123,5,0,,,,,,,,C,,,,NA,,,,,,,,,,,0,WILLIAM SKOK,8477421720,BILLS@ELGININD.COM,,ELGIN INDUSTRIES INC,311,110005816359,,,,,,NA,,NA
6012WSMNSN95TLL,SIEMENS INDUSTRY,950 TOLLGATE ROAD,ELGIN,KANE,17089,IL,60123,5,0,SIEMENS INDUSTRY,950 TOLLGATE ROAD,ELGIN,IL,,,60123,C,,,070241070,SIEMENS INDUSTRY INC,,,,,,,,,,,0,CRAIG DRIGGERS,8478416533,CRAIG.DRIGGERS@WINERGY-GROUP.COM,,SIEMENS CORP,,110005838175,,,,,,,,
6012WSNDRH1895B,SONDERHOFF USA LLC,1895 BIG TIMBER RD - UNIT B,ELGIN,KANE,17089,IL,60123,5,0,SONDERHOFF USA LLC,1895 BIG TIMBER RD - UNIT B,ELGIN,IL,,,60123,C,,,NA,HENKEL US OPERATIONS CORP,,,,,,,,,,,0,HONORIO-JUN BELIZARIO,8478881110,JUN.BELIZARIO@HENKEL.COM,,HENKEL OF AMERICA INC,117,110043770675,,,,,,,,
6012WTWNRT121SA,ITW NA METAL FASTENERS,1201 SAINT CHARLES ROAD,ELGIN,KANE,17089,IL,60120,5,0,ITW NA METAL FASTENERS,1201 SAINT CHARLES ROAD,ELGIN,IL,,,60120,C,,,,NA,,,,,,,,,,,0,U.S. COMPLIANCE CORPORATION,9522523000,EPCRA@USCOMPLIANCE.COM,,NA,,110070069966,,,,,,,,
6012WZNGRD125GI,OZINGA READY MIX CONCRETE INC. - ELGIN,1250 GIFFORD ROAD,ELGIN,KANE,17089,IL,60120,5,0,OZINGA READY MIX CONCRETE INC - ELGIN,"19001 OLD LAGRANGE ROAD, SUITE 300",MOKENA,IL,,,60448,C,,,NA,OZINGA BROS INC,,,,,,,,,,,0,MIKE CONQUEST,2199499800,MIKECONQUEST@OZINGA.COM,,OZINGA BROS INC,,110037065270,,,,,,,,
60130BRDNN1401C,BORDEN CHEMICAL INC,1401 S CIRCLE AVE,FOREST PARK,COOK,17031,IL,60130,5,0,BORDEN CHEMICAL INC.,10330 W.  ROOSEVELT RD.,WESTCHESTER,IL,,,60154,C,,,001338797,BORDEN INC,415140.0,874831.0,41.861111,87.808611,150.0,UN,UN,1,U,1010,0,JEFF KRAUSE,7084504605,,,,,110000768517,,,,,,,,
60130DNNSX7501W,DONNA'S,7501 W BROWN,FOREST PARK,COOK,17031,IL,60130,5,0,DONNA'S,"333 NORTHWEST AVE., LEGAL DEPARTMENT",NORTHLAKE,IL,,,60164,C,,,007982465,DOMINICK'S FINER FOODS INC,415628.0,872321.0,41.8702,87.8144,11000.0,Z1,UN,1,U,0000,0,GREGORY J. FATA ESQ.,7085621000,,,,,110001357987,,,,,,,,
60130DRCNC7400W,DURACO SPECIALTY TAPES,7400 W IND US TRIAL DR,FOREST PARK,COOK,17031,IL,60130,5,0,DURACO SPECIALTY TAPES,7400 W IND US TRIAL DR,FOREST PARK,IL,,,60130,C,,,,NA,415117.0,874835.0,,,,,,,,,0,MATT BEHM,7084108654,MATTBEHM@DURACO.COM,,DURACO SPECIALTY TAPES LLC,,110000431015,,,,,,NA,,NA
60130JRDNP7250F,JORDAN PAINT MFG CO,7250 FRANKLIN ST,FOREST PARK,COOK,17031,IL,60130,5,1,JORDAN PAINT MFG. CO.,P.O. BOX 11250,PITTSBURGH,PA,,,15238,C,,,004397030,WATSON STANDARD CO,415306.0,874826.0,41.885,87.807222,150.0,UN,UN,1,U,1010,0,DANIEL A. EAKIN,4123628300,,,,,110001817259,,,,,,,,
60131BLMNT3410N,BELMONT PLATING WORKS,3410 N RIVER RD,FRANKLIN PARK,COOK,17031,IL,60131,5,0,BELMONT PLATING WORKS,9145 KING ST,FRANKLIN PARK,IL,,,60131,C,,,,NA,415633.0,875114.0,41.9425,87.853889,150.0,UN,UN,1,U,1010,0,MARK TONI,8476780200,MTONI93713@AOL.COM,,NA,,110000431024,,,,,,NA,,NA
60131BNKSM9201W,BINKS MANUFACTURING CO,9201 W BELMONT,FRANKLIN PARK,COOK,17031,IL,60131,5,0,BINKS MANUFACTURING CO,9201 W BELMONT,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415606.0,875120.0,41.935,87.855556,99999.0,UN,UN,U,U,0000,0,RON WESZELY CHICAGO MANAGEMENT SERVICES,8476713000,,,,,110009375032,,,,,,,,
60131BRTFR11000,BRETFORD MANUFACTURING INC,11000 SEYMOUR AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,BRETFORD MANUFACTURING INC,11000 SEYMOUR AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415706.0,875303.0,,,,,,,,,0,PETER RICKERT,8476782545,,,,,110000888807,,,,,,,,
60131CHCGH9100P,CHICAGO HARDWARE & FIXTURE CO,9100 PARK LN,FRANKLIN PARK,COOK,17031,IL,60131,5,0,CHICAGO HARDWARE & FIXTURE CO,9100 PARK LN,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415621.0,875720.0,41.934,87.854167,5000.0,C2,UN,1,U,0000,0,THOMAS HERBSTRITT,7084556609,,,,,110002124950,,,,,,,,
60131CHMPN2553N,CHAMPION TECHNOLOGIES INC,2553 N EDGINGTON ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,CHAMPION TECHNOLOGIES INC,2553 N EDGINGTON ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415527.0,875142.0,41.924167,87.861667,11000.0,UN,UN,1,U,1000,0,ANTHONY BECCASIO,7084511000,,,,,110002344561,,,,,,,,
60131CLDRX11500,CLAD-REX INC,11500 W KING ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,CLAD-REX INC,11500 W KING ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415607.0,875433.0,41.9354,87.909278,5000.0,C2,UN,1,U,0000,0,MICHAEL HARKER,8474557373,,,,,110000431033,,,,,,,,
60131CMCRF9867P,CAMCRAFT INC,9867 PACIFIC AVE,FRANKLIN PARK,COOK,17031,IL,601311918,5,0,CAMCRAFT INC,1080 MUIRFIELD DR,HANOVER PARK,IL,,,60103,C,,,NA,NA,415621.0,875220.0,41.939167,87.872222,150.0,UN,UN,1,U,1010,0,JERRY J BENISH,7085826000,,,,,110002124969,,,,,,,,
60131DFSTC3702R,DUO FAST CORP,3702 NORTH RIVER RD,FRANKLIN PARK,COOK,17031,IL,601312176,5,0,DUO FAST CORP,3702 NORTH RIVER RD,FRANKLIN PARK,IL,,,60131-2176,C,,,NA,NA,415600.0,875124.0,41.933333,87.856667,600.0,UN,UN,1,U,1010,0,DONALD J KURR,7086780100,,,,,110000612301,,,,,,,,
60131DHSVS3429N,HENKEL ADHESIVES CORP,3429 N RUNGE AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,1,HENKEL ADHESIVES CORP,3429 N RUNGE AVE,FRANKLIN PARK,IL,,,60131,C,,,051441731,HENKEL CORP,415623.0,875436.0,41.939722,87.91,150.0,UN,UN,1,U,1010,0,JOHN GARGARO,1084689200,,,,,110002201322,,,,,,,,
60131DYNCR11230,GRUPO EUROCIR DYNACIRCUITS PLANT,11230 ADDISON ST,FRANKLIN PARK,COOK,17031,IL,601311180,5,0,GRUPO EUROCIR DYNACIRCUITS PLANT,11230 ADDISON ST,FRANKLIN PARK,IL,,,60131-1180,C,,,NA,NOVACIR SA,415638.0,875425.0,41.943889,87.906944,150.0,UN,UN,1,U,1010,0,RICHARD NAVE,2035755747,,,,,110000431042,,,,,,,,
60131FRNNT9353B,UNILEVER BESTFOODS FOODSERVICE,9353 BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,601312809,5,0,UNILEVER BESTFOODS FOODSERVICE,9353 BELMONT AVE,FRANKLIN PARK,IL,,,60131-2809,C,,,043614007,UNILEVER BESTFOODS,415613.0,875140.0,41.936944,87.861111,150.0,UN,UN,1,U,1010,0,BOB TOTH,8476714127,,,,,110009369762,,,,,,,,
60131GRPHN10045,GRAPH ON INC,10045 WEST PACIFIC AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,GRAPH ON INC,10045 WEST PACIFIC AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415624.0,875237.0,,,,,,,,,0,THOMAS R. LOOZE,8476783680,,,,,110000768553,,,,,,,,
60131HNTRP9201B,HUNTER PANELS A DIV OF CARLISLE CONSTRUCTION MATERIALS,9201 BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,HUNTER PANELS A DIV OF CARLISLE CONSTRUCTION MATERIALS,9201 BELMONT AVE,FRANKLIN PARK,IL,,,60131,C,,,003005766,CARLISLE COS INC,415602.0,875120.0,,,,,,,,,0,JUSTIN IVY,9494738769,JUSTIN.IVY@CARLISLECCM.COM,,CARLISLE COS INC,,110006530682,,,,,,NA,,NA
60131JSTNM3400N,BWAY PACKAGING,3400 N POWELL AVE,FRANKLIN PARK,COOK,17031,IL,601311313,5,0,BWAY PACKAGING,3400 N POWELL AVE,FRANKLIN PARK,IL,,,60131-1313,C,,,809993520,BWAY CORP,415621.0,875415.0,41.9379,87.912889,600.0,A2,PG,1,J,1000,0,LEON J. PARKER,5133882219,LEON.PARKER@BWAY.COM,,,,110000431060,,,,,,,,
60131KNWLS3100N,KNOWLES ELECTRONICS INC FRANKLIN PARK DIV,3100 N MANNHEIM RD,FRANKLIN PARK,COOK,17031,IL,60131,5,0,KNOWLES ELECTRONICS INC FRANKLIN PARK DIV,3100 N MANNHEIM RD,FRANKLIN PARK,IL,,,60131,C,,,005115902,KNOWLES ELECTRONICS INC,415611.0,875303.0,41.936389,87.884167,150.0,UN,UN,1,U,1010,0,ROBERT RASMUSSEN,7082505100,,,,,110001364997,,,,,,,,
60131LLDDC3021C,AALLIED DIE CASTING CO. OF IL,3021 CULLERTON DR,FRANKLIN PARK,COOK,17031,IL,60131,5,0,AALLIED DIE CASTING CO. OF IL,3021 CULLERTON DR,FRANKLIN PARK,IL,,,60131,C,,,,NA,415538.0,875211.0,41.927222,87.869722,150.0,UN,UN,1,U,1010,0,SCOTT TORPHY,8474551950,STORPHY@RCMINDUSTRIES.COM,,RCM INDUSTRIES,1500,110000431079,,,,,,NA,,NA
60131MDLST9375C,BOLTMASTER INC,9375 CHESTNUT ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,BOLTMASTER INC,9375 CHESTNUT ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415551.0,875155.0,41.930833,87.865278,150.0,UN,UN,1,U,1010,0,DAVID BIRD,8474517555,,,,,110000768562,,,,,,,,
60131MGBRS9101F,MAGIE BROS,9101 FULLERTON AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,MAGIE BROS.,P.O. BOX 1089,FRANKLIN PARK,IL,,,60131,C,,,931418404,PENRECO,415523.0,875118.0,41.920556,87.853333,150.0,UN,UN,1,U,1010,0,THOMAS J. GWIZDALSKI,7084554500,,,,,110000772799,,,,,,,,
60131MPRGL10909,VALMONT COATINGS INC EMPIRE GALVANIZING,10909 FRANKLIN AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,VALMONT COATINGS INC EMPIRE GALVANIZING,10909 FRANKLIN AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,VALMONT INDUSTRIES INC,415628.0,875356.0,41.941389,87.897778,150.0,UN,UN,1,U,1010,0,GENERAL MANAGER,8474550884,EMPIREGALVEHS@VALMONT.COM,,VALMONT INDUSTRIES INC,,110000431088,,,,,,NA,,NA
60131MRCNR11330,AMERICAN/JEBCO CORPORATION,11330 W MELROSE ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,AMERICAN/JEBCO CORPORATION,11330 W MELROSE ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415617.0,875428.0,41.938056,87.907778,150.0,UN,UN,1,U,1010,0,JOANNE KIEPURA,7732542406,JKIEPURA@SCLWEB.COM,,AMERICAN/JEBCO CORP,,110000431097,,,,,,,,
60131MRCNS10352,OLDCASTLE APG - FRANKLIN PARK,10532 FRANKLIN AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,1,OLDCASTLE APG - FRANKLIN PARK,10532 FRANKLIN AVE,FRANKLIN PARK,IL,,,60131,C,,,037176591,CRH AMERICAS INC.,415626.0,875301.0,,,,,,,,,0,SUSANA BARBA,8154160149,SUSANA.BARBA@OLDCASTLE.COM,,CRH AMERICAS INC,,110001812192,,,,,,,,
60131MRCNS3615W,UNITED ELECTRONICS CORP,3615 WOLF RD,FRANKLIN PARK,COOK,17031,IL,60131,5,0,UNITED ELECTRONICS CORP,3615 WOLF RD,FRANKLIN PARK,IL,,,60131,C,,,NA,AMERICAN STANDARD CIRCUITS INC,415607.0,875156.0,41.935278,87.865556,11000.0,UN,UN,1,U,1000,0,ANNIE TSERENDAVAA,6307765488,ATSERENDAVAA@MP-MAIL.COM,,AMERICAN STANDARD CIRCUITS INC,,110000431104,,,,,,NA,,NA
60131MTRLN2553N,MOTOROLA INC,2553 N EDGINGTON ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,MOTOROLA INC,2553 N EDGINGTON ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415527.0,875126.0,41.924167,87.857222,150.0,UN,UN,1,U,1010,0,PATRICIA SCHOD,7085766612,,,,,110000700233,,,,,,,,
60131MTSSH9401W,MATSUSHITA ELECTRIC CORP OF AMERICA,9401 W GRAND AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,MATSUSHITA ELECTRIC CORP OF AMERICA,9401 W GRAND AVE,FRANKLIN PARK,IL,,,60131,C,,,008919813,MATSUSHITA ELECTRIC CORP OF AMERICA,415500.0,875300.0,41.929009,87.860418,150.0,A1,PG,1,J,1000,0,RICHARD T VERNAM,7084522684,,,,,110000903416,,,,,,,,
60131NLSNS9400W,NELSEN STEEL & WIRE LP,9400 W BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,,,,,,,,C,,,,NA,415615.0,875131.0,41.9375,87.858611,11000.0,UN,UN,1,U,1000,0,JACK REPETOWSKI,8476719700,JREPETOWSKI@NELSENSTEEL.COM,,NA,255,110000431113,,,,,,NA,,NA
60131NTDRF3700N,SIMS PRECIOUS METALS,3700 N RUNGE ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,SIMS PRECIOUS METALS,3700 N RUNGE ST,FRANKLIN PARK,IL,,,60131,C,,,022845213,METAL MANAGEMENT MIDWEST INC,415644.0,875439.0,41.945556,87.910833,600.0,UN,UN,1,U,1010,0,GABRIEL MORENO,6304736048,GABRIEL.MORENO@SIMSMM.COM,,METAL MANAGEMENT MIDWEST INC,,110000431122,,,,,,NA,,NA
60131NVCHR3200N,NOVA CHROME INC,3200 N WOLF RD,FRANKLIN PARK,COOK,17031,IL,60131,5,0,NOVA CHROME INC,3200 N WOLF RD,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415610.0,875430.0,41.936111,87.908333,150.0,UN,UN,1,U,1010,0,LYNN KNOTH,3124558200,,,,,110000888674,,,,,,,,
60131PLNTR3401M,NESTLE CHOCOLATE & CONFECTIONS,3401 MT PROSPECT RD,FRANKLIN PARK,COOK,17031,IL,601311300,5,0,NESTLE CHOCOLATE & CONFECTIONS,3401 MT PROSPECT RD,FRANKLIN PARK,IL,,,60131-1300,C,,,NA,NESTLE FOOD CO,415615.0,875500.0,41.9375,87.916667,11000.0,UN,UN,1,U,1000,0,ALLEN Z. DIENER,7083505858,,,,,110018084375,,,,,,,,
60131PLSRN9901W,PULSAR INC,9901 W PACIFIC,FRANKLIN PARK,COOK,17031,IL,60131,5,1,PULSAR INC,9901 W PACIFIC,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415634.0,875243.0,,,,,,,,,0,YOGESH PATEL,8472330012,PARUL_YOGI@YAHOO.COM,,,,110005900837,,,,,,,,
60131PRCSF2842B,PRECISE FINISHING CO,2842 BIRCH ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,PRECISE FINISHING CO,2842 BIRCH ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415555.0,875125.0,41.931944,87.856944,150.0,UN,UN,1,U,1010,0,JOHN RIVERA,8474512077,,,,,110002124978,,,,,,,,
60131RDWRN10800,WERNER CO CHICAGO DIVISION,10800 W BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,601311588,5,0,WERNER CO CHICAGO DIV,PO BOX 448,FRANKLIN PARK,IL,,,60131-0448,C,,,195029707,WERNER HOLDING CO (DE) INC,415621.0,875321.0,41.939167,87.889167,150.0,UN,UN,1,U,1010,0,JIM E. INGRAM,8474559450,,,,,110000431131,,,,,,,,
60131RLBLL11333,RELIABLE ELECTRIC/UTILITY PRODS,11333 W ADDISON ST,FRANKLIN PARK,COOK,17031,IL,601311181,5,0,RELIABLE ELECTRIC/UTILITY PRODS,11333 W ADDISON ST,FRANKLIN PARK,IL,,,60131-1181,C,,,096789854,RELIANCE COMM/TEC,415600.0,875104.0,41.9425,87.908611,600.0,A2,PG,1,J,1000,0,JAMES P. FRANZ CLERK,3124558010,,,,,110002124987,,,,,,,,
60131RLBLP11411,MACLEAN POWER SYSTEMS,11411 ADDISON STREET,FRANKLIN PARK,COOK,17031,IL,60131,5,0,MACLEAN POWER SYSTEMS,11411 ADDISON STREET,FRANKLIN PARK,IL,,,60131,C,,,005086376,MACLEAN-FOGG CO,415632.0,875437.0,41.942222,87.910278,150.0,UN,UN,1,U,1010,0,LT SCRUGGS,8474550014,,,,,110000431140,,,,,,,,
60131RXSNF9100B,RIXSON,9100 W BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,RIXSON,9100 W BELMONT AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415616.0,875113.0,41.933333,87.851111,150.0,UN,UN,1,U,1010,0,ERIC TANNHAUSER,8476715670,ETANNHAUSER@RIXSON.COM,,,,110037249055,,,,,,,,
60131SCNDS2350N,FINISHING CO INC,2340 N 17TH AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,FINISHING CO INC,2340 N 17TH AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415521.0,875120.0,41.9225,87.855556,11000.0,UN,UN,1,U,1000,0,ANDREW L. NEULANDER,8474552626,,,,,110000431159,,,,,,,,
60131SCTFR9384B,SCOT FORGE CO,9394 W BELMONT AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,SCOT FORGE CO,9394 W BELMONT AVE,FRANKLIN PARK,IL,,,60131,C,,,,NA,415630.0,875215.0,41.941667,87.870833,150.0,UN,UN,1,U,1010,0,JOE LYONS,8156754057,JLYONS@SCOTFORGE.COM,,SCOT FORGE,,110000431168,,,,,,NA,,NA
60131SLNVL10500,SLOAN VALVE CO,10500 SEYMOUR AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,SLOAN VALVE CO,10500 SEYMOUR AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,SLOAN VALVE CO,415707.0,875321.0,41.9507,87.8885,150.0,A1,PG,1,J,1000,0,MICHAEL BERRIER,8472335057,MICHAEL.BERRIER@SLOAN.COM,,SLOAN VALVE CO,,110000431177,,,,,,NA,,NA
60131SMTHN9400K,MPL TECHNOLOGIES,9400 KING ST,FRANKLIN PARK,COOK,17031,IL,601312116,5,0,DENTSPLY RINN CORP,1212 ABBOTT DR,ELGIN,IL,,,601231819,C,,,NA,DENTSPLY INTERNATIONAL,415600.0,875104.0,41.933333,87.851111,11000.0,UN,UN,1,U,1000,0,MR. SEAN CAWLEY,8477429928,,,,,110000431186,,,,,,,,
60131STBCC11601,U S SMOKELESS TOBACCO CO,11601 COPENHAGEN CT,FRANKLIN PARK,COOK,17031,IL,60131,5,1,U S SMOKELESS TOBACCO CO,2325 BELLS ROAD,RICHMOND,VA,,,23234,C,,,144628310,ALTRIA GROUP INC,415622.0,875504.0,,,,,,,,,0,CHARLES L. STIFF,8043352003,CHARLES.L.STIFF@ALTRIA.COM,,ALTRIA GROUP INC,,110000431195,,,,,,,,
60131STRLN3820N,STERLING ENGINEERED PRODUCTS INC,3820 N CARNATION,FRANKLIN PARK,COOK,17031,IL,60131,5,0,STERLING ENGINEERED PRODUCTS INC,3820 N CARNATION,FRANKLIN PARK,IL,,,60131,C,,,005045000,TRINOVA CORP,415613.0,875256.0,41.936944,87.882222,11000.0,UN,UN,1,U,1000,0,WILLIAM K.LEE,3126787500,,,,,110002124996,,,,,,,,
60131THFNS1925N,FINISHING CO INC,1925 NORTH 25TH AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,0,FINISHING CO INC,1925 NORTH 25TH AVE,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415430.0,875151.0,41.908333,87.864167,99999.0,UN,UN,U,U,0000,0,ANDREW NEULANDER,8474552626,,,,,110001469456,,,,,,,,
60131THMPS9470K,THOMPSON STEEL CO INC,9470 KING ST,FRANKLIN PARK,COOK,17031,IL,60131,5,0,THOMPSON STEEL CO INC,9470 KING ST,FRANKLIN PARK,IL,,,60131,C,,,NA,NA,415628.0,875146.0,41.941111,87.862778,150.0,UN,UN,1,U,1010,0,WILLIAM V. BALLA,7086780400,,,,,110001686596,,,,,,,,
60131TXTLC10421,ECOLAB INC,10421 FRANKLIN AVE,FRANKLIN PARK,COOK,17031,IL,60131,5,1,ECOLAB INC,10421 FRANKLIN AVE,FRANKLIN PARK,IL,,,60131,C,,,006154611,ECOLAB INC,415600.0,880630.0,41.940049,87.885617,150.0,A1,PG,1,J,1000,0,TIMOTHY B. CORA,8157294900,,,,,110000888834,,,,,,,,
60134BRGSS737PE,BURGESS NORTON MFG CO - PLANT 1,737 PEYTON ST,GENEVA,KANE,17089,IL,60134,5,0,BURGESS NORTON MFG CO - PLANT 1,737 PEYTON ST,GENEVA,IL,,,60134,C,,,NA,AMSTED INDUSTRIES INC,415330.0,881850.0,41.891667,88.313889,150.0,UN,UN,1,U,1010,0,TOM WENZEL,6306409997,TOM.WENZEL@AMSTEDAUTO.COM,,AMSTED INDUSTRIES INC,,110001814671,,,,,,NA,,NA
60134BRGSSSOUTH,BURGESS-NORTON MANUFACTURING CO PLANT 2,500 WESTERN AVE,GENEVA,KANE,17089,IL,60134,5,0,BURGESS-NORTON MANUFACTURING CO PLANT 2,500 WESTERN AVE,GENEVA,IL,,,60134,C,,,005146667,AMSTED INDUSTRIES INC,415318.0,881930.0,41.888333,88.325,150.0,UN,UN,1,U,1010,0,TOM WENZEL,6306409997,TOM.WENZEL@AMSTEDAUTO.COM,,AMSTED INDUSTRIES INC,,110000431202,,,,,,NA,,NA
60134BRTCH500FL,BAR TECHNOLOGIES LLC,500 FLUID POWER DR,GENEVA,KANE,17089,IL,60134,5,0,BAR TECHNOLOGIES LLC,500 FLUID POWER DR,GENEVA,IL,,,60134,C,,,005171368,INDUSTRIAL HARD CHROME LTD,415326.0,881623.0,,,,,,,,,0,UNITED STATES COMPLIANCE CORPORATION,9522523000,EPCRA@USCOMPLIANCE.COM,,INDUSTRIAL HARD CHROME LTD,,110005950532,,,,,,,,
60134CLCLB100SO,CLC LUBRICANTS CO,100 S OLD KIRK RD,GENEVA,KANE,17089,IL,60134,5,0,CLC LUBRICANTS CO,PO BOX 764,GENEVA,IL,,,60134,C,,,NA,NA,415254.0,881937.0,41.8818,88.3269,11000.0,Z1,UN,1,U,0000,0,SUSAN LYTLE,7082327900,,,,,110000768571,,,,,,,,
60134JHNSN300SO,CLARIOS LLC,300 S GLENGARRY DR,GENEVA,KANE,17089,IL,60134,5,0,CLARIOS LLC,300 S GLENGARRY DR,GENEVA,IL,,,60134,C,,,,NA,415259.0,881705.0,41.883056,88.284722,150.0,UN,UN,1,U,1010,0,DANNY PHIPPS,5037582620,DANNY.PHIPPS@CLARIOS.COM,,CLARIOS LLC,,110000431211,,,,,,NA,,NA
60134JHNTC2540K,JOHN T CLARK CO,2540 KANEVILLE CT,GENEVA,KANE,17089,IL,60134,5,0,JOHN T CLARK CO,2540 KANEVILLE CT,GENEVA,IL,,,60134,C,,,002144202,ORTHO PHARMACEUTICAL CORP A DIV,415236.0,881920.0,41.876667,88.322222,150.0,UN,UN,1,U,1010,0,RICH SALEM,2012186136,,,,,110002125003,,,,,,,,
60134NDSTR501FL,INDUSTRIAL HARD CHROME LTD,501 FLUID POWER DR,GENEVA,KANE,17089,IL,60134,5,0,INDUSTRIAL HARD CHROME LTD,501 FLUID POWER DR,GENEVA,IL,,,60134,C,,,NA,INDUSTRIAL HARD CHROME LTD,415326.0,881623.0,41.895278,88.276111,11000.0,UN,UN,1,U,1000,0,DAVE HAHNE,6302087000,DHAHNE@INDUSTRIALHARDCHROME.COM,,INDUSTRIAL HARD CHROME LTD,152,110000431220,,,,,,NA,,NA
60134PLLSB2089P,PILLSBURY CO,2089 PILLSBURY DR,GENEVA,KANE,17089,IL,60134,5,0,PILLSBURY CO,2089 PILLSBURY DR,GENEVA,IL,,,60134,C,NA,,`NA,DIAGEO,415345.0,881615.0,,,,,,,,,0,ANDREW KORTKAMP,6302625500,,,,,110000535207,,,,,,,,
60134PRKNS7025W,DUBOIS CHEMICALS INC. -  BEDFORD PARK IL,7025 W 66TH PL,BEDFORD PARK,COOK,17031,IL,60638,5,0,DUBOIS CHEMICALS INC. -  BEDFORD PARK IL,7025 W 66TH PL,BEDFORD PARK,IL,,,60638,C,,,,NA,414650.0,874730.0,41.780556,87.791667,11000.0,UN,UN,1,U,1000,0,ALISON HUDSON,5133268824,ALISON.HUDSON@DUBOISCHEMICALS.COM,,DUBOIS CHEMICALS INC,,110000431239,,,,,,NA,,NA
